from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
70086,121,1,,,,,,63868656-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868656-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868657-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868657-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868658-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868658-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868659-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868659-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868660-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868660-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868661-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868661-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868662-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868662-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868663-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868663-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868664-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868664-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868665-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868665-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868666-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868666-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868667-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868667-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868668-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868668-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868669-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868669-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868670-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868670-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868671-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868671-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868672-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868672-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868673-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868673-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868674-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868674-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868675-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868675-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868676-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868676-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868677-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868677-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868678-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868678-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868679-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868679-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868680-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868680-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868681-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868681-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868682-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868682-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868683-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868683-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868684-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868684-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868685-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868685-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868686-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868686-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868687-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868687-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868688-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868688-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868689-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868689-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868690-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868690-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868691-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868691-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868692-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868692-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868693-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868693-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868694-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868694-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868695-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868695-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868696-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868696-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868697-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868697-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868698-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868698-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868699-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868699-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868756-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868756-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868880-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868880-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868881-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868881-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868882-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868882-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868883-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868883-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868884-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868884-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868885-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868885-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868886-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868886-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868887-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868887-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868888-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868888-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868889-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868889-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868890-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868890-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868891-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868891-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868892-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868892-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868893-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868893-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868894-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868894-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868895-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868895-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868896-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868896-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868897-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868897-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868898-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868898-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868899-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868899-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868900-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868900-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868901-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868901-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868902-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868902-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868903-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868903-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868904-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868904-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868905-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868905-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868906-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868906-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868907-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868907-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868908-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868908-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868909-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868909-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868910-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868910-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868911-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868911-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868912-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868912-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868913-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868913-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868914-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868914-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868915-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868915-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868916-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868916-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868917-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868917-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868918-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868918-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868919-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868919-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868920-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868920-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868921-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868921-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868922-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868922-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868923-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868923-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868924-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868924-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868925-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868925-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868926-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868926-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868927-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868927-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868928-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868928-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868929-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868929-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868930-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868930-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868931-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868931-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868932-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868932-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868986-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868986-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70086,121,1,,,,,,63868987-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868987-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms
70093,70261,1,,,,,,63288268,62861036
70093,70261,1,,,,,,63288268,62860539
70093,70261,1,,,,,,63288268,62860730
70093,70261,1,,,,,,63145238,62861036
70093,70261,1,,,,,,63145238,62860539
70093,70261,1,,,,,,63145238,62860730
70093,70261,1,,,,,,63144874,62861036
70093,70261,1,,,,,,63144874,62860539
70093,70261,1,,,,,,63144874,62860730
70093,70261,1,,,,,,63814098,62861036
70093,70261,1,,,,,,63814098,62860539
70093,70261,1,,,,,,63814098,62860730
70093,70261,1,,,,,,63869000,62861036
70093,70261,1,,,,,,63869000,62860539
70093,70261,1,,,,,,63869000,62860730
70093,70261,1,,,,,,63288268-19:45-AlewifeKendall2,62861036
70093,70261,1,,,,,,63288268-19:45-AlewifeKendall2,62860539
70093,70261,1,,,,,,63288268-19:45-AlewifeKendall2,62860730
70096,121,1,,,,,,63846622-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846622-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846623-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846623-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846626-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846626-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846627-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846627-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846630-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846630-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846633-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846633-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846634-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846634-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846636-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846636-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846637-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846637-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846639-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846639-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846641-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846641-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846646-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846646-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846648-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846648-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846649-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846649-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846652-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846652-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846653-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846653-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846654-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846654-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846657-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846657-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846659-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846659-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846660-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846660-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846663-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846663-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846664-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846664-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846666-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846666-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846669-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846669-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846671-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846671-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846673-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846673-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846674-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846674-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846676-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846676-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846679-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846679-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846681-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846681-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846682-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846682-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846684-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846684-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846686-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846686-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846689-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846689-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846693-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846693-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846695-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846695-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846696-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846696-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846698-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846698-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846700-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846700-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846701-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846701-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846704-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846704-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846705-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846705-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846706-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846706-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63846709-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63846709-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
70096,121,1,,,,,,63868624-JFKParkAshmontPlatformsJFKParkBraintreePlatforms0,63868624-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms
